title,labels
Markdown: make a pass over languages that depend on markdown,"['debt', 'perf']"
code fragment  show wrong,['*caused-by-extension']
Custom snippets INVALID in markdown files.,"['*caused-by-extension', '*question']"
Cannot Debug in VS COde when using typescript 3.7,['*question']
How do you get rid of line breakpoint dots?,['*duplicate']
Auto save,['needs more info']
Add support for ES private class fields (#fieldName),"['*duplicate', 'typescript', 'upstream-issue-linked']"
VSCode Not responding on stop of debugging or running azure functions,['debug']
Clear Search Bar function doesn't refocus by current definition in the settings editor,"['debt', 'search']"
Recent items are not updating,['needs more info']
"run golangci-lint error, msg=""Parallel golangci-lint is running""",['*caused-by-extension']
no sound,['needs more info']
Allow extensions to modify the type of a file as used by 'extension.sortOrder',['*duplicate']
"When selecting an entire column (SHIFT+ALT), backspacing causes empty line cursor to wrap upwards","['*duplicate', 'editor-columnselect', 'needs more info']"
have problem with macbook,['*duplicate']
"Hello, I have problem when downloading visual studio code in my macbook pro. It keep telling me ",['*duplicate']
"Hello, when downloading to my MacBook, it keep saying, 'it cannot be downloaded.'",['*question']
URI encoding problems with `vscode.env.openExternal`,"['bug', 'important', 'uri', 'verified']"
Webview: links show status bar hover,"['polish', 'web', 'webview']"
"Welcome -> printable keyboard cheatsheet, does nothing in OSS builds","['bug', 'workbench-welcome']"
Interface overview is off then compact menu is enabled,"['bug', 'menus', 'verified', 'workbench-welcome']"
Pinch to zoom image editor doesn't work on safari,"['bug', 'safari', 'upstream', 'upstream-issue-linked', 'web', 'webview']"
Editor `...` icon not centered in high contrast mode,"['bug', 'verified']"
Safari still is able to trigger a user-selection on parts of workbench,"['bug', 'safari', 'verified', 'web']"
Vscode icon shrunk and unable to delete,['*duplicate']
"In Safari, you can end up selecting the image preview while zooming","['bug', 'verified', 'webview']"
Escape does not clear selection on safari ,"['bug', 'firefox', 'safari', 'verification-needed', 'verified', 'web', 'workbench-editors']"
Safari cannot copy problem text to clipboard,"['bug', 'editor-clipboard', 'safari', 'verified', 'web']"
Custom File Dialog doesn't handle clicks properly ,"['*duplicate', 'bug', 'firefox', 'simple-file-dialog', 'web']"
Insert Line Above command does not insert indentation,"['editor-autoindent', 'polish']"
Cannot paste into terminal,"['bug', 'editor-clipboard', 'firefox', 'safari', 'verification-needed', 'verified', 'web']"
Dynamic Custom Data loading,"['*out-of-scope', 'css-less-scss', 'feature-request', 'html']"
Allow extensions to contribute environment variables,"['*duplicate', 'integrated-terminal', 'tasks']"
Bad scrollbar rendering in Firefox windows,"['firefox', 'integrated-terminal', 'polish', 'web']"
OSS: Extension pages not loading in safari,"['bug', 'safari', 'web']"
Allow text editor commands to set the end selection,"['api', 'editor', 'feature-request']"
Color picker feedback,"['editor-color-picker', 'polish']"
Scared compact menu indicator in Safari,['*duplicate']
Scroll off background color looks off in dark themes,"['bug', 'help wanted', 'safari', 'web']"
TypeError: Object of type module is not JSON serializable,['*caused-by-extension']
Web: Opening large file completely freezes tab,"['freeze-slow-crash', 'needs more info', 'web']"
Test Web: first breakpoint in extension not always hit,"['bug', 'debug', 'verified', 'web']"
"Prefer ""enabled""/""disabled"" not ""true""/""false""","['polish', 'suggest']"
"SCM Viewlet not add modified files to changes section automatically, only after manual update",['needs more info']
Web: Support a Download action on folder context menus in explorer,"['feature-request', 'file-explorer', 'web']"
Web: support dragging file/files from desktop directly to editors,"['bug', 'verified', 'web']"
CSS/SASS symbols aren't categorized when using _Go to Symbol in File by Category_,"['css-less-scss', 'feature-request']"
VSCode not showing malicious PHP code.,['*duplicate']
Web: Path picker does not handle Enter correctly on Linux Firefox,"['*duplicate', 'bug', 'firefox', 'simple-file-dialog', 'web']"
Web: Open Folder shows `/Desktop`even if the path is wrong,"['bug', 'firefox', 'needs more info', 'simple-file-dialog', 'verified', 'web']"
Web: Buttons in notification area are cropped off with enough space,"['bug', 'firefox', 'verified', 'web']"
Web: Number widget in settings GUI look bad,"['bug', 'firefox', 'polish', 'settings-editor', 'verified', 'web']"
Process explorer with OS scrollbars instead of VSCode scrollbars,"['feature-request', 'workbench-diagnostics']"
Expand Selection doesn't work in nested SCSS block after },"['bug', 'css-less-scss']"
Web: folder upload no-ops,"['bug', 'web']"
Can't rearrange tabs anymore,"['electron', 'upstream']"
Web: folder downloads fail,"['bug', 'verified', 'web']"
ESC leaves fullscreen,"['*duplicate', 'firefox', 'keybindings', 'upstream', 'web']"
Web: uploading large files is a no-op,"['bug', 'web']"
Settings to disable or enable parts of the UI,"['feature-request', 'layout']"
Web: certain special characters in paths are not preserved when downloading,"['*as-designed', 'web']"
Newest Update issue,['*caused-by-extension']
"""Help > Report Issue"" menu item added when product.json disables ""reportIssueUrl""","['bug', 'issue-reporter', 'verified']"
Test Web: Some shortcut doesn't work in terminal,"['*as-designed', 'keybindings', 'web']"
Splitting terminal causes terminal to show bad prompt,"['bug', 'integrated-terminal', 'polish']"
Test Web: Bad rendering of buttons in custom dialog,"['bug', 'dialogs', 'verified', 'web']"
Web: select dropdown widgets are not themed and look out of place,"['bug', 'polish', 'verified', 'web']"
Notification: Should not reflow text when hovering,"['polish', 'workbench-notifications']"
Notification icon color descriptions,"['bug', 'icons-product', 'verified']"
extensionKind: update package.json schema,"['bug', 'verified']"
tracing visible in command window where vscode was launched,['needs more info']
Tab key not working,['*question']
SCM: Support filtering on file paths and contents,"['feature-request', 'scm']"
HLSL numeric syntax highlight wrong/incomplete,"['grammar', 'upstream-issue-linked']"
"Typo in ""symbolIcon.contstantForeground""","['bug', 'themes', 'verified']"
Clonar repositorio Git,['needs more info']
Test: default node internals in skipFiles,['testplan-item']
Updating task name and detail don't auto-update,"['bug', 'needs more info']"
Test: minimap scale,['testplan-item']
program location only shown for active session,"['debug', 'feature-request']"
Task detail configure gear misaligned,"['bug', 'tasks', 'verified']"
Missing JavaScript syntax highlight in HTML,"['bug', 'candidate', 'regression', 'tokenization', 'verification-needed', 'verified']"
git svc show that all files are uncommited in wsl,['needs more info']
Jupyter and image save in code,['*question']
Should editor.suggest.filteredTypes have a deprecated message,"['bug', 'suggest', 'verified']"
Files not showing on explorer panel,['needs more info']
Zen mode doesn't react on setting change,"['bug', 'verified', 'workbench-zen']"
Set Default GDB Locaiton in Settings,['*caused-by-extension']
'${file}' can not be resolved. Please open an editor,['*caused-by-extension']
"Golang - Import ""C"" fails on modules",['*caused-by-extension']
Select lines and hiting tab does not intend line when on vim mode,['*caused-by-extension']
macOS Catalina: Insiders UI frozen working with SMB files,"['macos-catalina', 'needs more info']"
Tab suffix (deleted) stays when file is resurrected,"['*duplicate', 'file-watcher', 'needs more info']"
"add a option ""current"" for ""editor.lineNumbers""",['feature-request']
Source control tree-view mode collapse on source-control action,['*duplicate']
Outline cap message doesn't make sense,"['bug', 'json', 'verified']"
`launch` in code-workspace file requires `configurations` ,"['bug', 'debug', 'verified']"
Launch configurations doesn't listen for changes in code-workspace file,"['bug', 'debug', 'verified']"
"Web: ""Download"" on Explorer background","['bug', 'file-explorer', 'verified', 'web']"
Web reloads after removing last workspace folder,['*duplicate']
Project explorer captures keys it should not,['*duplicate']
PWA: unable to drag a file from the file explorer to desktop to download,"['chromium', 'upstream', 'upstream-issue-linked', 'web', 'workbench-dnd']"
Cannot run VS code to my mac,['needs more info']
[json] file schema loaded on client instead of server,"['bug', 'json', 'verified']"
Test: files.eol can be set per language,['testplan-item']
Mention that window border only works with custom title,['themes']
Terminal: run active file in terminal does not work ,"['*duplicate', 'bug', 'integrated-terminal', 'web']"
Support extensionKind to be an array,"['feature-request', 'on-testplan', 'plan-item']"
"Is ""Configure Runtime Arguments"" really a developer command?","['bug', 'verified']"
win32.findExecutable should check if the found file entry is a file and ignore directories.,"['bug', 'tasks', 'verified']"
Unclear wording,"['bug', 'verified']"
Disable GPU not suggested,['*not-reproducible']
"Initial task loading is extremely slow with Gulp, even when using tasks.json",['*as-designed']
Unable to Debug Go Program in Visual Studio Code,['*caused-by-extension']
5 problems  in settings.json,['*question']
October 2019 Endgame,['endgame-plan']
Composition box overlaps the line content on certain occasions when use Chinese IME,['*duplicate']
delete the last Terminal and then new one the code crash!,['*duplicate']
Test: extensionKind can be an array,['testplan-item']
增加一键取消语法高亮和自动补全,['*english-please']
Files menu and Explorer disappearing on Windows 7,['needs more info']
terminal.integrataed.splitCwd inherited doesn't work correctly for unicode characters,"['bug', 'help wanted', 'integrated-terminal']"
搜索不能按配置排除设置的目录,['*english-please']
Recovery the the former debug console,['needs more info']
Test: finalization of env.asExternalUri api,['testplan-item']
Editor: Font Ligatures setting missing comment and not displayed as boolean,"['bug', 'verified']"
"Insiders regression: ""("" and "")"" in Uri's are not escaped (leading to extension failures)","['*duplicate', 'needs more info', 'uri']"
Open new window rather than switching desktops,"['feature-request', 'workbench-window']"
"Ctrl+K, ctrl+D: Language client is not ready yet",['*caused-by-extension']
Test: Active/Inactive themable window border,"['testplan-item', 'themes']"
showQuickPick with single item missing label causes entire quickPick to be blank,"['bug', 'quick-pick']"
VSCode does not register changes in files under directories with non-conventional characters,['needs more info']
Activity bar items should always focus on child elements,"['bug', 'file-explorer', 'verified']"
Java braceless conditionals,['*question']
crash,['needs more info']
VS code has been crashing ,['needs more info']
Test new icon color tokens,"['testplan-item', 'themes']"
Drag & Drop overwrites file without asking,"['bug', 'file-explorer', 'verified']"
Problems with std::cin,['*caused-by-extension']
Test active activity bar indicator,['testplan-item']
Selection Highlight in Scroll Bar Broken for C++/C#,['*as-designed']
Extensive CPU usage / Slow TypeScript Intellisense,['needs more info']
--diff does not work with WSL,"['bug', 'remote', 'verified']"
Add shortcut to duplicate a line,['*question']
Update menu items to disabled that do not work when window is minimized,"['feature-request', 'workbench-electron']"
Disable autocomplete words.,['*question']
MediaPlayPause,['*duplicate']
Add support of relative paths for git.ignoredRepositories,['git']
"""More..."" text isn't translated in the ""Select Environment"" quickPick","['bug', 'debug', 'verified']"
SCM statusbar contribution invisible until extension is activated,"['bug', 'scm', 'verified']"
Hide File Name According to rule,"['feature-request', 'file-explorer']"
Allow extensions to control order of FileSearch results,"['api', 'api-proposal', 'search']"
CSS Variable swatch in suggest widget has large gap,"['bug', 'suggest', 'verified']"
Paths after unrecognized options are ignored,['needs more info']
Completing a rename after cancellation no longer successfully completes the operation in 1.40.0-insiders,['*as-designed']
[folding] Improve #region support: make it look like Visual Studio IDE,"['editor-folding', 'feature-request']"
path separator missing from task args,"['*duplicate', 'tasks']"
Leaving Full Screen or Zen Mode leads to wrong window dimensions,"['candidate', 'confirmed', 'electron', 'electron-6.0.x-update', 'verified']"
"[Live Share] Guest initiated debugging throws exception ""Configured debug type ‘vslsRemoteLauch’ is not supported""","['bug', 'debug', 'important', 'verified']"
(Terminal) Option+delete doesn't delete previous word on MacOS,"['*question', 'needs more info']"
"""Select a default formatter for {0}-files"" shouldn't have a hyphen","['formatting', 'good first issue', 'help wanted', 'polish']"
Welcome page experience for extensions,"['api', 'extensions', 'feature-request']"
Make ctrl+right in accessibility mode to jump to beginning of the word,"['accessibility', 'editor-wordnav']"
"Accessibility: Ctrl+Right in accessibility mode (CursorWordAccessibilityRight) should jump to the beginning of next word, rather than the end        ","['accessibility', 'bug', 'editor-wordnav', 'on-release-notes', 'verified']"
Failed to install 'ms-python.python',['needs more info']
Support running npm scripts from a folder in the Explorer,"['feature-request', 'tasks', 'verification-needed', 'verified']"
Option to disable breakpoint candidates inline,"['debug', 'feature-request']"
Solution Explorer Searching Doesn't Show What You're Searching For,['*duplicate']
Global search case-sensitive option broken,['needs more info']
Test: Git untracked files setting,"['git', 'testplan-item']"
PWA: starting to drag crashes app,"['bug', 'verified', 'web']"
SCM: UI breaks with Azure Repos extension,"['bug', 'important', 'scm', 'verified']"
[Export-Csv] UnauthorizedAccessException,['*caused-by-extension']
vscode does not start in a container ,['*question']
"Test the ""slow task provider"" warning",['testplan-item']
Test task detail proposed API,['testplan-item']
Verify documentation for CustomExecution API,['testplan-item']
Destination folder for downloaded files in remote,"['feature-request', 'file-explorer']"
Slime theme in Web has strange line highlight,"['needs more info', 'web']"
Sync Settings and Plugins To The Cloud,['*duplicate']
"Annoying pop-up telling me to install Java Developer Kit in order to use ""java""",['*caused-by-extension']
Wrong word order [Arabic] [RTL],"['*duplicate', 'needs more info']"
Suggestions triggered when the editor in in composition phase,"['bug', 'editor-ime']"
Can't change Terminal default shell to bash ,['*duplicate']
Means to Change Terminal Text Colors,['*question']
Expose QuickPick.matchOnLabel publicly,"['api', 'feature-request', 'quick-pick']"
Add custom QuickPick highlighting,"['api', 'feature-request', 'quick-pick']"
Emmet Response very Slow,"['bug', 'emmet', 'freeze-slow-crash']"
Our src/typings folder needs to go away,"['debt', 'typescript']"
Add webpack to the yo extension generator,"['extensions-development', 'feature-request']"
Call hierarchy viewlet,"['callhierarchy', 'feature-request', 'on-release-notes', 'on-testplan', 'ux']"
"Rename ""Reveal in Explorer"" to ""Reveal in Side Bar"" on Search result filename context menu",['ux']
javascript 多行注释无法折叠,['*english-please']
"Tabs: no longer show dirty indicator with ""workbench.editor.highlightModifiedTabs"": true","['bug', 'regression', 'verified', 'workbench-tabs']"
Window.nativeTabs on Windows and Linux,['needs more info']
collapse panels always down,"['explorer-custom', 'feature-request']"
Change Terminal Text Colors,['invalid']
"Keybinding remapping applied beyond specified scope (""when"":)","['bug', 'keybindings', 'mac', 'verified']"
Link in parameter names with substring 'pos',"['bug', 'verified']"
保存后刷新无反应,['*english-please']
Tabs: tab size changes when no icon theme is enabled,"['bug', 'verified', 'workbench-tabs']"
Extensions installation: failing to install due to version should be modal dialog,"['extensions', 'feature-request']"
Node break on first breakpoint,['*question']
Frequent TypeScript language server crash / restart,"['javascript', 'needs more info', 'typescript']"
Move breadcrumbs to a separate line if tabs are hidden,"['breadcrumbs', 'feature-request']"
A remote jupyter server crashes when the code is run locally in VSCode,['*caused-by-extension']
"After accepting suggestion with ""overwriteOnAccept"" one (next) char is removed","['bug', 'suggest', 'verified']"
cannot connect to the marketplace,['needs more info']
Git stage selected range duplicates lines after extensive usage,['needs more info']
Move Folder Prompt,"['feature-request', 'file-explorer', 'verification-needed', 'verified']"
Outline view for Markdown symbols shows key icon,"['bug', 'icons-product', 'verified']"
Allow to dim inactive editors making it easier to focus on the the active editor,"['feature-request', 'workbench-editors']"
Debug Console very slow during debugging,"['*duplicate', 'debug']"
Themes deosn't work,['needs more info']
survey on python server,['*caused-by-extension']
Autopep8 in Jupyter Notebook,['*caused-by-extension']
Add an Option to Evaluate the Selected Text While Debuggee,['debug']
debug console prompt can't be focused with mouse,"['bug', 'debug', 'verified']"
Add support of relative paths for git.ignoredRepositories,['git']
Custom problemMatcher for dart-sass seems to be impossible,"['*duplicate', 'tasks']"
ts intellisense displays wrong message,"['*question', 'typescript']"
could not be built   .vscode,['*english-please']
Problems with debug,['*caused-by-extension']
Request for more advanced refactoring capabilities for TypeScript,['*extension-candidate']
Custom task group property does not seem to work as expected,"['tasks', 'under-discussion']"
intellisense not working when importing from with absolute import,['*caused-by-extension']
"Possibly unintended ""Go to Definition"" + ""Follow link"" scenario","['*duplicate', 'editor-symbols']"
Typescript autocompletion not appearing for function type parameters,"['suggest', 'typescript', 'upstream-issue-linked']"
how to debug node worker thread,['*question']
Live Server takes 10 - 20 minutes to load,['*caused-by-extension']
Ubuntu 19.10 apt-update fails with vscode repository,['needs more info']
"Add ""Esc"" keyboard shortcut to dismiss things","['*as-designed', 'needs more info']"
Copy-Paste includes style,['editor-clipboard']
Toggle Terminal Icon,['needs more info']
Resizing window is extremely slow and laggy,['*duplicate']
Turn off RTL for mixed languages,"['editor-rendering', 'feature-request']"
Code Fails to start. -- Heap Corrupted.,['needs more info']
Update code lens of inactive editors when typing in another editor,"['editor-code-lens', 'feature-request', 'polish']"
"unable start debugging.launch option string provided by the project system invaild. ""<"",шестнадцатеричные значение 0x3c,является недоступным для атрибута знаком,строка 6,позиция 13.",['*caused-by-extension']
Feature request: allow VSCode to use system's native file dialogue window,['*out-of-scope']
Add folder to new workspace causes two VSCode instances when reopen VSCode,['*as-designed']
debugging,['needs more info']
stuck at Initializing JS/TS language features,['*duplicate']
Source control is not working properly,['needs more info']
VSCode strangely stops at non-breakpoint line of code,"['*caused-by-extension', 'debug']"
Integrated terminal with git bash - backspace left and right does not work,['*as-designed']
Avoid unfolding when typing `,"['editor-folding', 'javascript']"
Expose `jsonc-parser` ,['*out-of-scope']
Debugger takes no changes any more,"['debug', 'needs more info']"
Feature request: Keep folder open in explorer,"['feature-request', 'file-explorer']"
Redesign Terminal Layout,['*duplicate']
The cursor automatically changes the width to 0,"['*out-of-scope', 'upstream', 'zoom']"
my js files arent colorful,"['grammar', 'needs more info']"
Web: focus tracking in markdown preview broken,"['bug', 'web']"
Web: expanded find widget needs more height (Firefox),"['bug', 'firefox', 'verified', 'web']"
Web: keybindings non functional in fullscreen Firefox,"['firefox', 'upstream', 'upstream-issue-linked', 'web']"
“pysnooper“” can't be imported,['*question']
a,['invalid']
Code actions can be requested on document that is not yet opened,"['bug', 'verified']"
"Button ""find in selection"" should not be active, if....","['editor-find', 'under-discussion']"
Error messages should have a tooltip if they are cut off,"['error-list', 'polish']"
Coping files from one window to another deletes the file from the original,['needs more info']
Returning undefined in resolveDebugConfiguration() does not stop the debug session.,"['bug', 'debug', 'verified']"
Show color preview on the left of line in Editor like android studio,['*extension-candidate']
Remote SSH not connecting after latest update,['needs more info']
Add ability to define rules to control which window group a file opens in,"['feature-request', 'workbench-editors']"
VSCode only updates the color of codes when restart the IDE,['needs more info']
Activity bar icon focus indicator is hard to see (probably should be independently themable),"['bug', 'feature-request', 'themes', 'verification-needed', 'verified']"
Additional views alignment is off,['needs more info']
Rename on a #define renaming all instances other than the selected one,['*caused-by-extension']
Separate Open Mode Configuration For Files and Folders,"['feature-request', 'file-explorer']"
Terminal text disappears,"['*duplicate', 'needs more info']"
"Selecting command ""Debug: Enable All Breakpoints"" doesn't fully enable","['debug', 'feature-request', 'verification-needed', 'verified']"
Perl syntax breaks while using underscore in function name and @_,"['grammar', 'upstream-issue-linked']"
missing symlink icons on CentOS 7,"['*not-reproducible', 'file-decorations']"
High CPU and RAM consumption,"['*caused-by-extension', 'needs more info']"
Web: compact menu icon moves on click (Safari),"['bug', 'menus', 'safari', 'verified', 'web']"
"Button ""Find in selection"" poor background contrast when active","['editor-find', 'polish']"
Icons appearing blurry and thicker,"['bug', 'debt', 'icons-product']"
Visual Studio terminal can't open Windows subsystem Linux folder,['needs more info']
Shift+Click in Explorer to Highlight Files/Folders Without Preview.,"['feature-request', 'file-explorer']"
The current line highlight scrolls...,"['bug', 'editor-rendering', 'important']"
Auto-unindent triggered too early for ruby end markers,['editor-autoindent']
Scrolling jumps around when scrolling outside of vs code,['*duplicate']
Editor colors subtly washed out in Insiders build.,"['*duplicate', 'electron-6.0.x-update', 'font-rendering']"
Search dont find content in files with too long file paths,"['bug', 'search']"
Debugger stopping randomly,"['debug', 'needs more info']"
Fatal Error: File or directory does not exist,['*caused-by-extension']
Wait doesn't wait when using with extensionDevelopmentPath,['needs more info']
[Webview] Add default styles for <kbd> tags,"['feature-request', 'verification-needed', 'verified', 'webview']"
Other files wrongly shown in search within single root workspace,"['bug', 'uri', 'verified']"
终端无法使用,['*english-please']
Web: cross browser testing,['testplan-item']
Web: allow to use Fira Code in editor (Safari),"['feature-request', 'font-rendering', 'safari', 'web']"
Terminal link hover position is inconsistent with editor,"['bug', 'integrated-terminal', 'polish', 'verified']"
Web: simple file dialog acts up in Firefox,"['bug', 'firefox', 'simple-file-dialog', 'verified', 'web']"
PickProcess don't work in ArchLinux,['debug']
Strange warning when starting dev and opening a TS file,"['bug', 'verified']"
Web: cannot go fullscreen or copy via Quick Open from Firefox,"['bug', 'firefox', 'quick-pick', 'verified', 'web']"
Web Firefox: dropping a file onto itself navigates the page,"['bug', 'firefox', 'help wanted', 'tree', 'verified', 'web']"
PHP Language Server sidebar keeps taking focus,['*caused-by-extension']
"Dialog: buttons not fully showing (web, firefox)","['bug', 'dialogs', 'firefox', 'verified', 'web']"
Web: allow to drag to desktop to download file,"['feature-request', 'file-explorer', 'on-testplan', 'web']"
"When selection clipboard is disabled, the middle button pastes if released outside editor","['bug', 'linux', 'verified']"
Web: tab is not closed after extension tests have finished,"['bug', 'debug']"
Navigate back and forth while generating maven project using Spring Initializer,['*caused-by-extension']
vscode doesnt rename package after moving a file to different directory,['*caused-by-extension']
Searching or using go to symbol in workspace seems broken.,['needs more info']
The system magnifier can't follow the text input cursor in editor still,"['accessibility', 'bug', 'editor-rendering', 'verified']"
High CPU and RAM consumption!!!,['needs more info']
Add call hierarchy APIs command,"['callhierarchy', 'feature-request', 'on-release-notes', 'on-testplan']"
editor.fontLigatures: false doesn't disable all ligatures,['needs more info']
I can not preview the sequence diagram in default Markdown Preview tab,['*extension-candidate']
Does not install on macOS Catalina,['*duplicate']
"Many Interactive Playground features not working correctly, ""Initializing JS/TS language features"" message spinning continuously at bottom right",['*duplicate']
Explorer seems not case sensitive ?,['*as-designed']
Output of scikit learn not correct in Jupyter notebook,['*caused-by-extension']
Can't drag to select linkified text in the debug console,"['bug', 'debug', 'verified']"
toggle dev tools active on all contexts,['needs more info']
Adopt icon font in debug viewlet,['icons-product']
Clean up ITerminalConfiguration,"['debt', 'integrated-terminal']"
Interactive python kernel stops debugging,['*caused-by-extension']
VS IDE gets blurry ,['*duplicate']
Expose API to determine if TextEditor is disposed,['*dev-question']
"Menu bar should not be titlebar, should also respect OS color customization",['*duplicate']
Modules get loaded twice during npm test from command line,"['bug', 'extensions-development']"
Additional Fallback Options for setting Workbench: Startup Editor to 'readme',"['feature-request', 'workbench-welcome']"
debugger running MS Edge Dev sets navigator.webdriver,['*caused-by-extension']
"默认快捷键可以删除,但是却不能够增加",['*english-please']
[folding] Auto re-fold a region after the cursor leaves it.,"['editor-folding', 'feature-request']"
Hide Debug Console After Session Has Stopped,['debug']
"Add ""Filename to clipboard"" option, similar to Notepad++",['*extension-candidate']
"""Use exclude settings"" button is not tabbable",['search']
"""No build task to run found. Configure build task"" - Clicking does nothing.","['bug', 'tasks', 'verified']"
Vscode buttons when navigated with keyboard dont show tooltips,"['*duplicate', 'accessibility']"
"""Save workspace as"" doesn't automatically add extension.",['*duplicate']
Add ability to show both relative and absolute line numbers at the same time,"['editor-rendering', 'feature-request']"
Completions with SnippetStrings do not select the correct range for placeholders,"['bug', 'snippets', 'verified']"
UNC server missing from path on new files,"['bug', 'label-provider', 'verification-found']"
enable to change the font family and size of debug panel,['*duplicate']
Display full text in Problems pane.,"['*duplicate', 'error-list']"
Copy Line Up/Down not working in Jupyter Notebook,['*caused-by-extension']
Progress for containers actions is inconsistent,"['bug', 'explorer-custom', 'verified']"
When using a git filter in .gitattributes vscode scm shows everything as modified,['*duplicate']
Closing a markdown preview by keyboard shortcut also closes the main file,"['*duplicate', 'bug', 'webview']"
Suggest Keybind: Open Search Result Below,"['feature-request', 'quick-pick', 'search']"
"Command + A no longer selects all text in ""Find"" field",['*caused-by-extension']
Installing extension from VSIX does not install extension,"['bug', 'extensions', 'verified']"
Test: download and upload in explorer in web,['testplan-item']
when window.onDidWriteTerminalData could be stable?,['*dev-question']
Jupyter Notebook - Cell contents disappear but code is still runnable. ,['*caused-by-extension']
VSCode Can't create launch.json in .vscode folder,"['*duplicate', 'needs more info']"
Merge-conflict code lenses missing,"['merge-conflict', 'needs more info']"
Special characters not correctly displayed in integrated terminal ,['*duplicate']
stops scrolling in trackpad,"['needs more info', 'trackpad/scroll']"
change git branch show compile error,['needs more info']
Web: decide what to do with galleryMachineIdResource,"['debt', 'web']"
Web: cannot open terminal,['important']
userHome is not correctly used in remote environments,"['bug', 'remote']"
C++ code debug ,['*question']
"Error when expanding/collapsing in the Problems view (icon changes, but contents to not collapse)","['bug', 'error-list', 'tree', 'verified']"
Webview bleeds on top of statusbar,"['bug', 'layout', 'webview']"
show incorrect current branch resource files,['needs more info']
VS Code occasionally forgets all of my recently opened documents,['needs more info']
rendering minimap region colors,['*duplicate']
ShardProcess: Trying to add a disposable to a DisposableStore that has already been disposed of,"['bug', 'shared-process', 'verified']"
jupyter notebook insert cell bottom,['*caused-by-extension']
Terminal Not Opening,"['*duplicate', 'needs more info']"
Keyboard and Mouse become super laggy and unresponsive,['needs more info']
Using Regex Replace To Replace Target,['*duplicate']
User keyboard shortcut on different operational System should Sync,['*duplicate']
javascript输出问题,['*english-please']
Wrong position of the selector in the debugging console,"['debug', 'needs more info']"
Enteraction appending text before the new line,"['editor-commands', 'feature-request']"
Can't trigger breakpoint in a local file that is called by the current file on VSCode remote ssh,['*caused-by-extension']
the Commit in the source does not work,['needs more info']
--gpu-preferences has suspicious default setting (possible security issue?),['*as-designed']
Share link detection logic with the terminal and editor,"['debt', 'integrated-terminal']"
Expose Elevated Save to the User,"['feature-request', 'file-io']"
"Adding another keybinding to ""cut"" breaks cmd+x in text inputs","['bug', 'keybindings', 'mac', 'verified']"
Using iframe based webviews on desktop,['debt']
Env vars from one configuration bleed into another,"['bug', 'debug']"
The setting editor.overviewRulerLanes has no effect,"['bug', 'verified']"
how to configure vscode along with gitbash on windows,['*question']
Scrolling too fast,"['needs more info', 'trackpad/scroll', 'windows']"
Renderer of code insider is crashing too often (4 times in last 1 hour) on my typescript workspace,['*duplicate']
Failed to save 'style.css': The content of the file is newer. Please compare your version with the file contents.,"['*question', 'needs more info']"
API: document.save closes document,['*as-designed']
"Not respond any feature (Search, Consoles, .....)",['needs more info']
editor.tabSize not respected when line has tabs already,['*question']
Find control in Markdown preview not correctly themed,"['bug', 'verified', 'webview']"
Missing English text in Command Palette,"['bug', 'i18n', 'verified']"
fix(terminalPanel): context menu ignore monaco-sash click,['needs more info']
Terminal split line right click issue,"['bug', 'integrated-terminal']"
Allow a way to detect extensions in the activity bar,['debt']
Allow setting window size and position from command line,"['feature-request', 'workbench-window']"
(Insiders) Can't build extension without vscode.proposed.d.ts because vscode.d.ts references it,"['bug', 'debug', 'verified']"
An Error occured while loading the image,"['bug', 'help wanted', 'markdown', 'verified']"
Multi session debug console missing output or showing wrong output,"['*duplicate', 'debug']"
Live Share Terminal(width & height),['*caused-by-extension']
CTRL + . (dot) import suggestions doesn't work anymore,['needs more info']
Titles are not showing when hovering action icons,['*not-reproducible']
Highlight Modified Tab setting no longer hides circle by file name,['*duplicate']
Relative paths to folders below code-workspace not preserved on save.,"['bug', 'workspace-edit']"
Terminal not loading  ~/.zshrc in the first go,['needs more info']
Using the mouse wheel on terminals with scrollback 0 will output weird characters,"['integrated-terminal', 'needs more info']"
Use the editor font size for the breakpoint widget,['debug']
Live Unit Testing,['*extension-candidate']
Visual code extension: ms-python.python incorrectly showing problems in python code,['needs more info']
Editor: sometimes doubleclick into word is not fully selecting it,"['bug', 'editor-input', 'verified']"
The terminal process terminated with exit code: 126,"['*question', 'needs more info']"
JSDoc/TSDoc - code block formatting and syntax highlight.,['needs more info']
Web: allow to run extension tests,"['debug', 'feature-request', 'verification-needed', 'verified', 'web']"
"Issue with terminal display on Windows 10 Enterprise, Version 1809 Dark Mode",['*duplicate']
Initialize JS/TS language support snippest take 100% cpu and high battery usage for long time,['needs more info']
Python Tools server crashed,['*caused-by-extension']
Search result 'show in Explorer' shows in side-panel,"['feature-request', 'file-explorer']"
Inline breadcrumbs show arrow icon,"['bug', 'icons-product', 'verified']"
Test: Untitled workspaces support in web,['testplan-item']
"Nice Theme, what is the name ?",['*question']
Text in Problems view shifts when hovering over it if there are code actions available,"['error-list', 'polish']"
Local settings wanted,['invalid']
UI can get overloaded when extensions add many primary actions,"['*duplicate', 'under-discussion', 'ux']"
VSC  --settings for settings.json,['needs more info']
Intellisense undo,"['*out-of-scope', 'feature-request', 'suggest']"
Terminal colors are different (lighter) after upgrading to macOS Catalina,['needs more info']
