textid: 0   predict_label: ['bug', 'needs-more-info', '*caused-by-extension', 'debug', '*duplicate']
textid: 832   predict_label: ['*duplicate', 'bug', 'needs-more-info', 'feature-request', '*caused-by-extension']

textid: 833   predict_label: ['*duplicate', 'bug', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 834   predict_label: ['bug', '*duplicate', 'debug', 'testplan-item', 'needs-more-info']

textid: 835   predict_label: ['bug', '*duplicate', 'testplan-item', 'needs-more-info', 'feature-request']

textid: 836   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', 'testplan-item']

textid: 837   predict_label: ['feature-request', '*duplicate', 'bug', 'needs-more-info', '*caused-by-extension']

textid: 838   predict_label: ['bug', 'feature-request', '*caused-by-extension', '*duplicate', 'testplan-item']

textid: 839   predict_label: ['bug', '*duplicate', 'needs-more-info', '*caused-by-extension', 'feature-request']

textid: 840   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', 'debug']

textid: 841   predict_label: ['*duplicate', 'bug', 'feature-request', 'testplan-item', 'needs-more-info']

textid: 842   predict_label: ['bug', 'testplan-item', 'feature-request', '*duplicate', 'debug']

textid: 843   predict_label: ['bug', 'testplan-item', '*duplicate', 'needs-more-info', '*caused-by-extension']

textid: 844   predict_label: ['bug', '*duplicate', '*caused-by-extension', 'needs-more-info', 'feature-request']

textid: 845   predict_label: ['bug', '*duplicate', 'feature-request', 'needs-more-info', '*caused-by-extension']

textid: 846   predict_label: ['bug', '*duplicate', 'feature-request', 'testplan-item', 'needs-more-info']

textid: 847   predict_label: ['bug', '*duplicate', 'needs-more-info', 'feature-request', 'testplan-item']

textid: 848   predict_label: ['testplan-item', '*duplicate', 'bug', 'feature-request', 'api']

textid: 849   predict_label: ['bug', 'feature-request', '*duplicate', 'needs-more-info', '*extension-candidate']

Total test title: 850
Number of rank1 correct prediction: 260
Number of rank5 correct prediction: 609
Rank1 Accuracy: 0.3058823529411765
Rank5 Accuracy: 0.7164705882352941
